Record,Location,Title,Job Type,Sex,Classification,Supervisor,Last Eval,Q1 Number,Q2,Q3,Q4,Q5,Q7,Q8,Supervisor,Q2 Number,Q3 Number,Q4 Number,Q5 Number,Q7 Number,Q8 Number
10002320,Florida,Director,Full-Time,Female,Admin,Yes,Poor,2,Yes,disagree,Disagree,Disagree,Strongly Disagree,,Y,1,-1,-1,-1,-2,
10002321,New Hampshire,Sales - After Market,Full-Time,Female,Client/Support,No,Poor,1,Yes,agree,Disagree,Disagree,,Strongly Disagree,N,1,1,-1,-1,,-2
10002322,Florida,Director,Full-Time,Male,Admin,Yes,Satisfactory,4,Yes,agree,Disagree,Disagree,Strongly Agree,,Y,1,1,-1,-1,2,
10002323,Texas,Sales - After Market,Full-Time,Male,Client/Support,No,Outstanding,4,Yes,strongly disagree,Strongly Agree,Agree,,Disagree,N,1,-2,2,1,,-1
10002324,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Disagree,Disagree,,Disagree,N,1,1,-2,-1,,-1
10002325,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,agree,Disagree,Strongly Agree,,Strongly Disagree,N,1,1,-1,2,,-2
10002326,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Strongly Disagree,,Disagree,N,1,1,-1,-2,,-1
10002327,Florida,Technician - Production,Full-Time,Male,Production,No,Outstanding,3,Yes,agree,Agree,Disagree,,Disagree,N,1,1,1,-1,,-1
10002328,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10002329,New Hampshire,Technician - Building Services,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Agree,Disagree,,Strongly Agree,N,1,1,1,-1,,2
10002330,Florida,IT/Support,Full-Time,Female,Client/Support,No,Poor,2,Yes,disagree,Strongly Agree,Strongly Disagree,,Disagree,N,1,-1,2,-2,,-1
10002331,New Hampshire,Engineering - Production,Full-Time,Male,Admin,No,Outstanding,3,No,agree,Disagree,Strongly Agree,,Disagree,N,0,1,-1,2,,-1
10002332,Florida,Team Lead,Full-Time,Female,Client/Support,Yes,Poor,4,No,strongly disagree,Disagree,Disagree,Disagree,,Y,0,-2,-1,-1,-1,
10002333,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Agree,Disagree,,Strongly Disagree,N,1,1,2,-1,,-2
10002334,New Hampshire,Sales - After Market,Full-Time,Female,Client/Support,No,Poor,2,Yes,disagree,Strongly Disagree,Disagree,,Disagree,N,1,-1,-2,-1,,-1
10002335,New Hampshire,Technician - Aftermarket,Full-Time,Female,Production,No,Poor,1,Yes,agree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,1,-2,-1,,-2
10002336,California,Technician - Production,Full-Time,Male,Production,No,Outstanding,3,Yes,agree,Agree,Strongly Agree,,Disagree,N,1,1,1,2,,-1
10002337,Texas,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,3,No,strongly disagree,Disagree,Strongly Disagree,,Strongly Disagree,N,0,-2,-1,-2,,-2
10002338,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Disagree,Disagree,,Strongly Agree,N,1,1,-2,-1,,2
10002339,Texas,Technician - Production,Full-Time,Male,Production,No,Outstanding,3,Yes,strongly disagree,Agree,Disagree,,Strongly Disagree,N,1,-2,1,-1,,-2
10002340,New Hampshire,Project Manager,Full-Time,Female,Admin,No,Satisfactory,2,No,strongly disagree,Strongly Agree,Disagree,,Disagree,N,0,-2,2,-1,,-1
10002341,Illinois,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,3,Yes,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,1,-2,-1,-1,,-2
10002342,New Hampshire,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,4,No,agree,Disagree,Agree,,Disagree,N,0,1,-1,1,,-1
10002343,Illinois,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-2,-2,-1,,-2
10002344,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Agree,Disagree,,Strongly Disagree,N,1,2,1,-1,,-2
10002345,Florida,IT/Support,Full-Time,Male,Client/Support,No,Outstanding,4,No,strongly agree,Disagree,Agree,,Disagree,N,0,2,-1,1,,-1
10002346,Virginia,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,3,Yes,disagree,Strongly Agree,Strongly Disagree,,Strongly Disagree,N,1,-1,2,-2,,-2
10002347,California,Director,Full-Time,Male,Admin,Yes,Satisfactory,3,Yes,disagree,Disagree,Agree,Strongly Agree,,Y,1,-1,-1,1,2,
10002348,Florida,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,N,1,-1,-2,2,,-2
10002349,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,2,Yes,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,1,-2,-1,-1,,-2
10002350,Illinois,IT/Support,Full-Time,Female,Client/Support,No,Poor,1,No,disagree,Disagree,Disagree,,Disagree,N,0,-1,-1,-1,,-1
10002351,Florida,Technician - Production,Full-Time,Female,Production,No,Poor,1,Yes,agree,Disagree,Disagree,,Agree,N,1,1,-1,-1,,1
10002352,New Hampshire,Technician - Production,Part-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Disagree,Agree,,Disagree,N,1,-2,-1,1,,-1
10002353,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Agree,N,1,-1,-1,-1,,2
10002354,Texas,Sales - After Market,Full-Time,Female,Client/Support,No,Outstanding,2,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10002355,Illinois,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Disagree,Disagree,,Disagree,N,1,1,-2,-1,,-1
10002356,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10002357,Florida,Technician - Production,Full-Time,Female,Production,No,Poor,1,Yes,disagree,Strongly Agree,Disagree,,Disagree,N,1,-1,2,-1,,-1
10002358,New Hampshire,Sales - After Market,Full-Time,Female,Client/Support,No,Poor,2,Yes,strongly disagree,Agree,Disagree,,Disagree,N,1,-2,1,-1,,-1
10002359,Texas,IT/Support,Full-Time,Male,Client/Support,No,Satisfactory,4,No,agree,Disagree,Agree,,Disagree,N,0,1,-1,1,,-1
10002360,Florida,Technician - Maintenance,Part-Time,Male,Production,No,Satisfactory,2,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10002361,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,No,disagree,Strongly Disagree,Agree,,Strongly Agree,N,0,-1,-2,1,,2
10002362,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Outstanding,3,Yes,strongly agree,Agree,Disagree,,Disagree,N,1,2,1,-1,,-1
10002363,New Hampshire,Technician - Production,Full-Time,Female,Production,No,Poor,1,No,strongly agree,Disagree,Disagree,,Strongly Disagree,N,0,2,-1,-1,,-2
10002364,Virginia,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,2,Yes,agree,Disagree,Disagree,,Strongly Disagree,N,1,1,-1,-1,,-2
10002365,Illinois,Sales - Client Support,Full-Time,Male,Client/Support,No,Outstanding,4,Yes,disagree,Strongly Disagree,Agree,,Strongly Disagree,N,1,-1,-2,1,,-2
10002366,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,strongly agree,Disagree,Agree,,Strongly Disagree,N,0,2,-1,1,,-2
10002367,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Disagree,Disagree,,Disagree,N,1,2,-1,-1,,-1
10002368,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Disagree,Agree,,Strongly Agree,N,1,2,-1,1,,2
10002369,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Agree,Strongly Agree,,Strongly Agree,N,1,-2,2,2,,2
10002370,Texas,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,3,Yes,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,1,-2,-1,-1,,-2
10002371,Illinois,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Strongly Agree,,Strongly Disagree,N,1,-1,1,2,,-2
10002372,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Disagree,Disagree,,Agree,N,0,-1,-1,-1,,1
10002373,Florida,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Disagree,,Disagree,N,1,-1,2,-1,,-1
10002374,California,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,2,No,agree,Disagree,Strongly Disagree,,Disagree,N,0,1,-1,-2,,-1
10002375,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,agree,Disagree,Disagree,,Strongly Agree,N,0,1,-1,-1,,2
10002376,Florida,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,3,No,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,0,-2,-1,-1,,-2
10002377,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Disagree,Strongly Disagree,,Disagree,N,1,1,-2,-2,,-1
10002378,New Hampshire,Technician - Aftermarket,Full-Time,Male,Production,No,Outstanding,4,No,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,0,-1,-2,-1,,-2
10002379,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Strongly Disagree,Agree,,Disagree,N,1,-1,-2,1,,-1
10002380,California,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-1,-2,-1,,-2
10002381,California,Sales - After Market,Full-Time,Female,Client/Support,No,Poor,1,Yes,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-1,-2,-1,,-2
10002382,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Agree,N,1,-1,-1,-1,,2
10002383,Texas,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Disagree,,Strongly Disagree,N,1,-1,1,-1,,-2
10002384,Texas,Technician - Maintenance,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Strongly Agree,Disagree,,Disagree,N,1,-1,2,-1,,-1
10002385,Florida,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Strongly Disagree,Disagree,,Strongly Agree,N,1,-1,-2,-1,,2
10002386,Virginia,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,No,agree,Strongly Disagree,Agree,,Disagree,N,0,1,-2,1,,-1
10002387,Texas,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Disagree,,Strongly Disagree,N,1,-1,2,-1,,-2
10002388,New Hampshire,Technician - Production,Full-Time,Male,Production,Yes,Outstanding,2,Yes,disagree,Agree,Disagree,Agree,,Y,1,-1,1,-1,1,
10002389,Virginia,IT/Support,Full-Time,Male,Client/Support,No,Outstanding,4,Yes,disagree,Disagree,Strongly Agree,,Strongly Disagree,N,1,-1,-1,2,,-2
10002390,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10002391,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Disagree,Strongly Agree,,Strongly Disagree,N,1,2,-1,2,,-2
10002392,Texas,Technician - Production,Full-Time,Male,Production,No,Outstanding,3,Yes,strongly disagree,Strongly Agree,Strongly Disagree,,Strongly Disagree,N,1,-2,2,-2,,-2
10002393,Illinois,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Agree,Strongly Agree,,Strongly Disagree,N,1,1,1,2,,-2
10002394,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10002395,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,strongly disagree,Agree,Agree,,Disagree,N,0,-2,1,1,,-1
10002396,New Hampshire,Project Manager,Full-Time,Male,Admin,No,Satisfactory,3,Yes,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-1,-2,-1,,-2
10002397,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,No,disagree,Disagree,Agree,,Disagree,N,0,-1,-1,1,,-1
10002398,Texas,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,2,Yes,agree,Strongly Disagree,Strongly Agree,,Agree,N,1,1,-2,2,,1
10002399,Florida,Technician - Production,Full-Time,Female,Production,No,Poor,1,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10002400,New Hampshire,Technician - Maintenance,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Strongly Agree,Disagree,,Strongly Disagree,N,1,-1,2,-1,,-2
10002401,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Disagree,Disagree,,Disagree,N,0,-1,-1,-1,,-1
10002402,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10002403,New Hampshire,Technician - Building Services,Full-Time,Female,Production,No,Poor,1,Yes,agree,Strongly Agree,Agree,,Disagree,N,1,1,2,1,,-1
10002404,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Strongly Agree,,Disagree,N,1,-1,1,2,,-1
10002405,Illinois,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,3,Yes,agree,Strongly Disagree,Disagree,,Disagree,N,1,1,-2,-1,,-1
10002406,Texas,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,3,No,strongly disagree,Strongly Agree,Disagree,,Strongly Agree,N,0,-2,2,-1,,2
10002407,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Agree,,Strongly Disagree,N,1,1,-1,1,,-2
10002408,Texas,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,3,No,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,0,-2,-1,-1,,-2
10002409,California,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,2,Yes,disagree,Strongly Disagree,Disagree,,Agree,N,1,-1,-2,-1,,1
10002410,New Hampshire,Technician - Aftermarket,Full-Time,Female,Production,No,Poor,1,Yes,strongly disagree,Disagree,Disagree,,Disagree,N,1,-2,-1,-1,,-1
10002411,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,No,disagree,Strongly Agree,Agree,,Strongly Disagree,N,0,-1,2,1,,-2
10002412,California,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Agree,Disagree,,Strongly Agree,N,1,1,1,-1,,2
10002413,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Disagree,Agree,,Disagree,N,1,2,-1,1,,-1
10002414,Florida,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,3,Yes,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-1,-2,-1,,-2
10002415,Florida,IT/Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,strongly agree,Agree,Strongly Disagree,,Disagree,N,1,2,1,-2,,-1
10002416,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Disagree,Disagree,,Disagree,N,1,1,-2,-1,,-1
10002417,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Disagree,Agree,,Agree,N,1,-1,-1,1,,1
10002418,Virginia,Technician - Building Services,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Agree,Disagree,,Strongly Agree,N,1,1,2,-1,,2
10002419,New Hampshire,Project Manager,Full-Time,Male,Admin,No,Satisfactory,4,Yes,agree,Disagree,Agree,,Strongly Agree,N,1,1,-1,1,,2
10002420,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,agree,Disagree,Strongly Disagree,,Disagree,N,1,1,-1,-2,,-1
10002421,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Agree,Disagree,,Strongly Disagree,N,1,2,1,-1,,-2
10002422,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,No,strongly disagree,Strongly Agree,Disagree,,Strongly Agree,N,0,-2,2,-1,,2
10002423,New Hampshire,Technician - Production,Full-Time,Male,Production,Yes,Satisfactory,4,Yes,disagree,Disagree,Agree,Disagree,,Y,1,-1,-1,1,-1,
10002424,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,No,disagree,Agree,Disagree,,Strongly Disagree,N,0,-1,1,-1,,-2
10002425,Texas,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Strongly Disagree,N,1,1,-1,-1,,-2
10002426,Illinois,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Disagree,Strongly Disagree,,Strongly Disagree,N,1,-2,-1,-2,,-2
10002427,Virginia,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Agree,Strongly Disagree,,Disagree,N,1,1,2,-2,,-1
10002428,New Hampshire,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Agree,,Disagree,N,1,-1,2,1,,-1
10002429,Texas,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10002430,New Hampshire,Technician - Production,Full-Time,Female,Production,No,Poor,1,Yes,disagree,Agree,Strongly Disagree,,Strongly Disagree,N,1,-1,1,-2,,-2
10002431,Florida,Engineering - Production,Full-Time,Male,Production,No,Outstanding,4,No,disagree,Disagree,Disagree,,Disagree,N,0,-1,-1,-1,,-1
10002432,Florida,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Agree,Disagree,,Strongly Disagree,N,1,-1,1,-1,,-2
10002433,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Agree,Disagree,,Disagree,N,1,-2,2,-1,,-1
10002434,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Strongly Disagree,N,1,1,-1,-1,,-2
10002435,Texas,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,3,No,disagree,Agree,Strongly Disagree,,Strongly Disagree,N,0,-1,1,-2,,-2
10002436,Virginia,Technician - Production,Part-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Agree,,Strongly Agree,N,1,-1,2,1,,2
10002437,Texas,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,agree,Agree,Strongly Disagree,,Strongly Disagree,N,1,1,1,-2,,-2
10002438,Florida,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Strongly Agree,Strongly Disagree,,Disagree,N,0,-1,2,-2,,-1
10002439,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Disagree,Strongly Agree,,Strongly Agree,N,1,-1,-1,2,,2
10002440,Texas,Technician - Maintenance,Full-Time,Male,Production,No,Outstanding,3,Yes,disagree,Disagree,Agree,,Disagree,N,1,-1,-1,1,,-1
10002441,Texas,Sales - After Market,Full-Time,Female,Client/Support,No,Poor,2,Yes,strongly disagree,Agree,Disagree,,Strongly Disagree,N,1,-2,1,-1,,-2
10002442,Florida,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,strongly disagree,Disagree,Disagree,,Disagree,N,1,-2,-1,-1,,-1
10002443,Florida,Engineering - Production,Full-Time,Male,Admin,Yes,Satisfactory,3,Yes,strongly disagree,Agree,Strongly Disagree,Strongly Disagree,,Y,1,-2,1,-2,-2,
10002444,New Hampshire,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Disagree,,Strongly Disagree,N,1,-1,2,-1,,-2
10002445,New Hampshire,Sales - After Market,Full-Time,Female,Client/Support,Yes,Poor,4,Yes,strongly disagree,Agree,Strongly Disagree,Agree,,Y,1,-2,1,-2,1,
10002446,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,2,Yes,agree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,1,-2,-1,,-2
10002447,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Agree,Disagree,,Disagree,N,1,2,1,-1,,-1
10002448,New Hampshire,Technician - Aftermarket,Part-Time,Female,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Agree,Disagree,,Strongly Disagree,N,1,-2,2,-1,,-2
10002449,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Agree,Agree,,Strongly Disagree,N,1,-2,1,1,,-2
10002450,New Hampshire,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,2,Yes,disagree,Strongly Disagree,Disagree,,Agree,N,1,-1,-2,-1,,1
10002451,Florida,Project Manager,Full-Time,Female,Admin,No,Poor,1,No,agree,Strongly Disagree,Disagree,,Disagree,N,0,1,-2,-1,,-1
10002452,Florida,Sales - After Market,Full-Time,Female,Client/Support,No,Poor,2,Yes,strongly disagree,Strongly Disagree,Strongly Disagree,,Agree,N,1,-2,-2,-2,,1
